中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
47.57.13.107,443.0,8.212.22.216,HK,Hong Kong,隧道,253 ms,0 Mbps,110 kB/s,110.0
8.210.92.27,443.0,8.210.92.27,HK,Hong Kong,中转,227 ms,0 Mbps,32 kB/s,32.0
8.218.148.106,443.0,8.218.148.106,HK,,中转,229 ms,0 Mbps,11 kB/s,11.0
